餐廳名稱,地址,餐廳連結,latitude,longitude,distance,st_score,st_price,st_total_com,st_tag
李記悶烤玉米,103台北市大同區民生西路北側人行道上010攤位 ,https://www.google.com/maps/place/%E6%9D%8E%E8%A8%98%E6%82%B6%E7%83%A4%E7%8E%89%E7%B1%B3/data=!4m7!3m6!1s0x3442a96ad4b4c34f:0x8ca21c5bf67a4db7!8m2!3d25.0569998!4d121.5157149!16s%2Fg%2F11c75z4_y5!19sChIJT8O01GqpQjQRt0169lscoow?authuser=0&hl=zh-TW&rclk=1,25.0569998,121.51314,0.049642137093773,4.5,$1-200,160,"['醬', 'cp值', '口感', '香', '甜', '寧夏夜市', '糯玉米', '中藥', '大支', '預警']"
武士食堂-寧夏店,103台北市大同區民生西路224號 ,https://www.google.com/maps/place/%E6%AD%A6%E5%A3%AB%E9%A3%9F%E5%A0%82-%E5%AF%A7%E5%A4%8F%E5%BA%97/data=!4m7!3m6!1s0x3442a97c04acbaf9:0x1bdc899396e7c64f!8m2!3d25.0568797!4d121.5147817!16s%2Fg%2F11rzwt7mkg!19sChIJ-bqsBHypQjQRT8bnlpOJ3Bs?authuser=0&hl=zh-TW&rclk=1,25.0568797,121.5122068,0.0625761682464878,4.3,$1-200,176,"['丼飯', '大阪燒', '餃', '煎', '豬排', '幽默', '寧夏夜市', '可樂餅', '牡蠣', '收藏']"
你好！台灣地瓜球,103台北市大同區寧夏路 ,https://www.google.com/maps/place/%E4%BD%A0%E5%A5%BD%EF%BC%81%E5%8F%B0%E7%81%A3%E5%9C%B0%E7%93%9C%E7%90%83/data=!4m7!3m6!1s0x3442a99cd7473c85:0xa2bf521c7f17f522!8m2!3d25.056892!4d121.5155482!16s%2Fg%2F11swn6ytzb!19sChIJhTxH15ypQjQRIvUXfxxSv6I?authuser=0&hl=zh-TW&rclk=1,25.056892,121.5129733,0.0294589521383817,2.7,$1-200,224,"['炸', '排隊', 'Q', '鍋', '竹籤', '粉', '夜市', '包', '梅', '有嚼勁']"
雙連烤地瓜,103台北市大同區民生西路198-13號 ,https://www.google.com/maps/place/%E9%9B%99%E9%80%A3%E7%83%A4%E5%9C%B0%E7%93%9C/data=!4m7!3m6!1s0x3442a96af06bc40d:0x63286c1ae1ec0c94!8m2!3d25.0569501!4d121.5164105!16s%2Fg%2F11cn5rj23t!19sChIJDcRr8GqpQjQRlAzs4RpsKGM?authuser=0&hl=zh-TW&rclk=1,25.0569501,121.5138356,0.1095754389288643,4.6,$1-200,106,"['甜', '價格', '經濟', '秤', '夜市', '皮', '點心', '小孩']"
秋雲潤餅,103台北市大同區寧夏路043攤位 ,https://www.google.com/maps/place/%E7%A7%8B%E9%9B%B2%E6%BD%A4%E9%A4%85/data=!4m7!3m6!1s0x3442a92a25a8d98d:0x97c77b5a173ae125!8m2!3d25.0565017!4d121.5154919!16s%2Fg%2F11f8wvb_bt!19sChIJjdmoJSqpQjQRJeE6F1p7x5c?authuser=0&hl=zh-TW&rclk=1,25.0565017,121.512917,0.0241098211474835,2.4,$1-200,150,"['咖哩', '高麗菜', '口感', '夜市', '口味', '炒', '潤餅捲', '花生粉', '排隊', '豆芽菜']"
柴寮仔米苔目,103台北市大同區寧夏路78號 ,https://www.google.com/maps/place/%E6%9F%B4%E5%AF%AE%E4%BB%94%E7%B1%B3%E8%8B%94%E7%9B%AE/data=!4m7!3m6!1s0x3442a93f86e0b4c5:0xbfe163b3a181092e!8m2!3d25.05817!4d121.5150919!16s%2Fg%2F12m97ggkn!19sChIJxbTghj-pQjQRLgmBobNj4b8?authuser=0&hl=zh-TW&rclk=1,25.05817,121.512517,0.1667106258448215,4.2,$1-200,1351,"['小菜', '內臟', '小吃', '傳統', '黑白切', '油豆腐', '梅花肉', '豬肝', '軟骨', '甜辣醬']"
芋頭太郎 TARO TARO,103台北市大同區寧夏路60號 ,https://www.google.com/maps/place/%E8%8A%8B%E9%A0%AD%E5%A4%AA%E9%83%8E+TARO+TARO/data=!4m7!3m6!1s0x3442a990c7d66593:0x283b299afb391845!8m2!3d25.0567183!4d121.515374!16s%2Fg%2F11pq5lplxk!19sChIJk2XWx5CpQjQRRRg5-5opOyg?authuser=0&hl=zh-TW&rclk=1,25.0567183,121.5127991,0.0037575203494384,4.4,,1641,"['豆花', '芋圓', '金牌', '冰酥', '芒果冰', '湯圓', '宇治金時', '杏仁茶', '狂想曲', '芋頭冰']"
天品滷味坊,103台北市大同區寧夏路68號 ,https://www.google.com/maps/place/%E5%A4%A9%E5%93%81%E6%BB%B7%E5%91%B3%E5%9D%8A/data=!4m7!3m6!1s0x3442a9d5ca211c0b:0x97b907d676b8c55b!8m2!3d25.0568225!4d121.5154122!16s%2Fg%2F11rz7770y5!19sChIJCxwhytWpQjQRW8W4dtYHuZc?authuser=0&hl=zh-TW&rclk=1,25.0568225,121.5128373,0.0159226584930013,2.8,$1-200,44,"['價格', '鳳爪', '豆干', '鹹', '白菜', '米血糕', '豬耳朵', '蕪菁', '百頁', '魚皮']"
焗烤海鮮貝(寧夏夜市),103台北市大同區寧夏路58號第128攤 ,https://www.google.com/maps/place/%E7%84%97%E7%83%A4%E6%B5%B7%E9%AE%AE%E8%B2%9D%28%E5%AF%A7%E5%A4%8F%E5%A4%9C%E5%B8%82%29/data=!4m7!3m6!1s0x3442a9e956999505:0x958985a001c0a852!8m2!3d25.0566808!4d121.5153641!16s%2Fg%2F11f8mdlcv4!19sChIJBZWZVumpQjQRUqjAAaCFiZU?authuser=0&hl=zh-TW&rclk=1,25.0566808,121.5127892,0.0005317139079673,5.0,,1,[]
雙連鵝肉小館,103台北市大同區民生西路171巷2號 ,https://www.google.com/maps/place/%E9%9B%99%E9%80%A3%E9%B5%9D%E8%82%89%E5%B0%8F%E9%A4%A8/data=!4m7!3m6!1s0x3442a96a6088b713:0x614d382d90981fe8!8m2!3d25.0574202!4d121.5170721!16s%2Fg%2F1tdvgw9h!19sChIJE7eIYGqpQjQR6B-YkC04TWE?authuser=0&hl=zh-TW&rclk=1,25.0574202,121.5144972,0.1905883447526675,4.1,$200-400,373,"['小菜', '價格', '甜', '湯麵', '煙燻', '酒', '冬粉', '豬血糕', '魚', '腿']"
曾家鮮果汁,103019台北市大同區寧夏路36號【in Ningxia Night Market】 寧夏夜市內 ,https://www.google.com/maps/place/%E6%9B%BE%E5%AE%B6%E9%AE%AE%E6%9E%9C%E6%B1%81/data=!4m7!3m6!1s0x3442a96b23c40233:0xc3c380e780d3abb8!8m2!3d25.0561428!4d121.5151479!16s%2Fg%2F12m9kx4bv!19sChIJMwLEI2upQjQRuKvTgOeAw8M?authuser=0&hl=zh-TW&rclk=1,25.0561428,121.512573,0.0639631689379092,3.3,$1-200,236,"['杯', '木瓜牛奶', '酪梨', '夜市', '芭樂', '布丁', '柳橙汁', '臉', '綜合果汁', '西瓜汁']"
老六高粱香腸蛋餅捲,103台北市大同區寧夏路97號攤位 ,https://www.google.com/maps/place/%E8%80%81%E5%85%AD%E9%AB%98%E7%B2%B1%E9%A6%99%E8%85%B8%E8%9B%8B%E9%A4%85%E6%8D%B2/data=!4m7!3m6!1s0x3442a90ae0856e23:0x6313dfd4f3bb4f8c!8m2!3d25.0559471!4d121.5153038!16s%2Fg%2F11s8qldpnn!19sChIJI26F4AqpQjQRjE-789TfE2M?authuser=0&hl=zh-TW&rclk=1,25.0559471,121.5127289,0.0820323579448098,3.3,$1-200,48,"['價格', '九層塔', '酒', '口感', '組合', '煎', '中等', '冷']"
東麥局燒番麥寧夏店,103台北市大同區民生西路232號 ,https://www.google.com/maps/place/%E6%9D%B1%E9%BA%A5%E5%B1%80%E7%87%92%E7%95%AA%E9%BA%A5%E5%AF%A7%E5%A4%8F%E5%BA%97/data=!4m7!3m6!1s0x3442a96cb68907a1:0xaa1956876f7d91a5!8m2!3d25.0568316!4d121.5145519!16s%2Fg%2F11rdc989fw!19sChIJoQeJtmypQjQRpZF9b4dWGao?authuser=0&hl=zh-TW&rclk=1,25.0568316,121.511977,0.0835345187904909,4.6,$1-200,152,"['烤玉米', '紅茶', '口味', '椒鹽', '土', '甜玉米', '種', '糯米', '店面', '水果']"
三元號魯肉飯,103台北市大同區重慶北路二段11號 ,https://www.google.com/maps/place/%E4%B8%89%E5%85%83%E8%99%9F%E9%AD%AF%E8%82%89%E9%A3%AF/data=!4m7!3m6!1s0x3442a96b53d1c9b5:0x6942d152898b5419!8m2!3d25.0545187!4d121.5144606!16s%2Fg%2F1tfl7c2f!19sChIJtcnRU2upQjQRGVSLiVLRQmk?authuser=0&hl=zh-TW&rclk=1,25.0545187,121.5118857,0.2567655562550208,4.0,$1-200,5231,"['肉羹', '魚翅', '鳥', '松茸', '寧夏夜市', '圓環', '蒜泥白肉', '海帶', '草菇', '赤肉']"
感恩東山鴨頭,103台北市大同區寧夏路35-43號 ,https://www.google.com/maps/place/%E6%84%9F%E6%81%A9%E6%9D%B1%E5%B1%B1%E9%B4%A8%E9%A0%AD/data=!4m7!3m6!1s0x3442a96ade0a7943:0x706b81fc21555580!8m2!3d25.056735!4d121.5157487!16s%2Fg%2F11bzzx1rzx!19sChIJQ3kK3mqpQjQRgFVVIfyBa3A?authuser=0&hl=zh-TW&rclk=1,25.0567097,121.5130901,0.0304790694996709,3.6,$1-400,86,"['米血', '大腸', '甜不辣', '豆干', '價格', '鳥', '杏鮑菇', '夜市', '舌', '海帶']"
寧夏夜市鳥蛋達人,台北市大同區寧夏夜市29攤 ,https://www.google.com/maps/place/%E5%AF%A7%E5%A4%8F%E5%A4%9C%E5%B8%82%E9%B3%A5%E8%9B%8B%E9%81%94%E4%BA%BA/data=!4m7!3m6!1s0x3442a9e7519069b9:0x6d448928de3780da!8m2!3d25.0563772!4d121.5154134!16s%2Fg%2F11thxv27zr!19sChIJuWmQUeepQjQR2oA33iiJRG0?authuser=0&hl=zh-TW&rclk=1,25.0563772,121.5128385,0.0345229011900833,3.8,,19,"['油', '煎', '起司', '胡椒', '價格']"
寧夏夜市022一品香豆腐,103台北市大同區寧夏路022攤位 ,https://www.google.com/maps/place/%E5%AF%A7%E5%A4%8F%E5%A4%9C%E5%B8%82022%E4%B8%80%E5%93%81%E9%A6%99%E8%B1%86%E8%85%90/data=!4m7!3m6!1s0x3442a96ae0a978df:0x5624b5527c579cc0!8m2!3d25.0567006!4d121.51551!16s%2Fg%2F11by_f79h_!19sChIJ33ip4GqpQjQRwJxXfFK1JFY?authuser=0&hl=zh-TW&rclk=1,25.0567006,121.5129351,0.0148153257606402,3.1,$1-200,79,"['臭豆腐', '麵線', '醬汁', '炸', '泡菜', '外帶', '大腸', '香菜', '口感', '臉']"
歐帕醬醬雞(寧夏店),103台北市大同區民生西路200號 ,https://www.google.com/maps/place/%E6%AD%90%E5%B8%95%E9%86%AC%E9%86%AC%E9%9B%9E%28%E5%AF%A7%E5%A4%8F%E5%BA%97%29/data=!4m7!3m6!1s0x3442a967fc26b4f9:0x8bccf352c398c1c8!8m2!3d25.0569513!4d121.5156608!16s%2Fg%2F11gj4kbw3c!19sChIJ-bQm_GepQjQRyMGYw1LzzIs?authuser=0&hl=zh-TW&rclk=1,25.0569513,121.5130859,0.0419829348492087,4.0,$1-200,80,"['年糕', '甜', '韓式炸雞', '辣', '價格', '外送', '口感', '熊貓', '抽菸', '雞胸肉']"
阿卡拉炸雞,103台北市大同區寧夏夜市078號攤位號 ,https://www.google.com/maps/place/%E9%98%BF%E5%8D%A1%E6%8B%89%E7%82%B8%E9%9B%9E/data=!4m7!3m6!1s0x3442a927480db3e5:0x487680c4e9e9868b!8m2!3d25.0566808!4d121.5153641!16s%2Fg%2F11sf2hx66z!19sChIJ5bMNSCepQjQRi4bp6cSAdkg?authuser=0&hl=zh-TW&rclk=1,25.0566808,121.5127892,0.0005317139079673,3.9,$1-200,26,"['腿', '排', '地瓜', '梅', '酥脆']"
洪記刈包,103台北市大同區寧夏路 ,https://www.google.com/maps/place/%E6%B4%AA%E8%A8%98%E5%88%88%E5%8C%85/data=!4m7!3m6!1s0x3442a95f3bcbbc03:0x8d150f300145c05c!8m2!3d25.0564174!4d121.5154271!16s%2Fg%2F11ty13sf0j!19sChIJA7zLO1-pQjQRXMBFATAPFY0?authuser=0&hl=zh-TW&rclk=1,25.0564174,121.5128522,0.0303820001484843,2.4,$1-200,38,"['酸菜', '四神湯', '價格', '豬', '碗', '口感', '花生粉', '薏仁', '柴', '肚']"
刈飽-做台灣的刈包,103台北市大同區民生西路198號之19 ,https://www.google.com/maps/place/%E5%88%88%E9%A3%BD-%E5%81%9A%E5%8F%B0%E7%81%A3%E7%9A%84%E5%88%88%E5%8C%85/data=!4m7!3m6!1s0x3442a97612e5a217:0x59f36e119f6deb0f!8m2!3d25.0569773!4d121.5160914!16s%2Fg%2F11rw8_ftf0!19sChIJF6LlEnapQjQRD-ttnxFu81k?authuser=0&hl=zh-TW&rclk=1,25.0569773,121.5135165,0.0801859740516185,3.8,$1-200,227,"['牛肉', '酸菜', '腿', '酸辣湯', '香菜', '筍乾', '花生粉', '麻辣', '傳統', '寧夏夜市']"
純鮮奶雞蛋糕,103台北市大同區寧夏路56-38號 ,https://www.google.com/maps/place/%E7%B4%94%E9%AE%AE%E5%A5%B6%E9%9B%9E%E8%9B%8B%E7%B3%95/data=!4m7!3m6!1s0x3442a9880fcfa1e9:0xab42a7c035a05dc0!8m2!3d25.0563111!4d121.5152593!16s%2Fg%2F11g20j1v9q!19sChIJ6aHPD4ipQjQRwF2gNcCnQqs?authuser=0&hl=zh-TW&rclk=1,25.0563111,121.5126844,0.0428113331666143,3.7,,70,"['口味', '起司', '口感', '花生', '價格', '可愛', '袋']"
那個地瓜球-寧夏店,103台北市大同區寧夏路017攤位號 ,https://www.google.com/maps/place/%E9%82%A3%E5%80%8B%E5%9C%B0%E7%93%9C%E7%90%83-%E5%AF%A7%E5%A4%8F%E5%BA%97/data=!4m7!3m6!1s0x3442a9539cd2c109:0xf919c4e5f7c8744c!8m2!3d25.056888!4d121.5155821!16s%2Fg%2F11twj3v4nc!19sChIJCcHSnFOpQjQRTHTI9-XEGfk?authuser=0&hl=zh-TW&rclk=1,25.056888,121.5130072,0.0314094126256253,3.3,$1-200,46,"['夜市', '梅', '皮', '鍋', '牙齒', '佇列', 'Q', '炸', '選擇', '失望']"
大橋頭筒仔米糕 重慶店,103台北市大同區重慶北路二段113號 ,https://www.google.com/maps/place/%E5%A4%A7%E6%A9%8B%E9%A0%AD%E7%AD%92%E4%BB%94%E7%B1%B3%E7%B3%95+%E9%87%8D%E6%85%B6%E5%BA%97/data=!4m7!3m6!1s0x3442a9a8043d6e15:0x7c7cc46fe4b34a53!8m2!3d25.0574359!4d121.513904!16s%2Fg%2F11fk4l70s9!19sChIJFW49BKipQjQRU0qz5G_EfHw?authuser=0&hl=zh-TW&rclk=1,25.0574359,121.5113291,0.1691558969827329,4.6,$1-200,2761,"['豬肝湯', '豬血', '蚵仔', '血湯', '小肥', '蘿蔔乾', '延山夜市', '油飯', '寧夏夜市', '必比登']"
東石蚵仔煎鮑魚海產粥,103台北市大同區寧夏路66號 ,https://www.google.com/maps/place/%E6%9D%B1%E7%9F%B3%E8%9A%B5%E4%BB%94%E7%85%8E%E9%AE%91%E9%AD%9A%E6%B5%B7%E7%94%A2%E7%B2%A5/data=!4m7!3m6!1s0x3442a96add7583c3:0xaebae1ba500e7a54!8m2!3d25.05684!4d121.5153562!16s%2Fg%2F11b7ts8pgh!19sChIJw4N13WqpQjQRVHoOULrhuq4?authuser=0&hl=zh-TW&rclk=1,25.0568401,121.5127812,0.0171335680198682,2.6,,34,"['炒飯', '海鮮', '麻油', '辣椒', '蝦仁', '夜市', '頭髮', '外帶', '甜']"
童年木瓜牛奶（寧夏店）114號攤,103台北市大同區寧夏路114號攤位（全家便利商店對面 ,https://www.google.com/maps/place/%E7%AB%A5%E5%B9%B4%E6%9C%A8%E7%93%9C%E7%89%9B%E5%A5%B6%EF%BC%88%E5%AF%A7%E5%A4%8F%E5%BA%97%EF%BC%89114%E8%99%9F%E6%94%A4/data=!4m7!3m6!1s0x3442a96abb408fd7:0x213c87ae7541caff!8m2!3d25.0558229!4d121.5151136!16s%2Fg%2F1v1tkslp!19sChIJ149Au2qpQjQR_8pBda6HPCE?authuser=0&hl=zh-TW&rclk=1,25.0558229,121.5125387,0.0988507569834498,4.5,$1-200,473,"['夜市', '價格', '布丁', '酪梨', '苦', '臭', '健康', '西瓜汁', '口', '糖']"
四海豆漿大王,103台北市大同區寧夏路55號 ,https://www.google.com/maps/place/%E5%9B%9B%E6%B5%B7%E8%B1%86%E6%BC%BF%E5%A4%A7%E7%8E%8B/data=!4m7!3m6!1s0x3442a96ac038f4fd:0xad5a69bd3e95fb5e!8m2!3d25.0575202!4d121.5156107!16s%2Fg%2F11zgwv9gb!19sChIJ_fQ4wGqpQjQRXvuVPr1pWq0?authuser=0&hl=zh-TW&rclk=1,25.0575202,121.5130358,0.0957417388682582,3.4,$1-200,355,"['豆漿', '蛋餅', '燒餅', '油條', '蔥', '饅頭', '飯糰', '米漿', '煎', '芝麻']"
十全羊肉,103台北市大同區寧夏路6號 ,https://www.google.com/maps/place/%E5%8D%81%E5%85%A8%E7%BE%8A%E8%82%89/data=!4m7!3m6!1s0x3442a96b5056a337:0x81433218598b4f63!8m2!3d25.0544283!4d121.5147088!16s%2Fg%2F11f3s4l8yc!19sChIJN6NWUGupQjQRY0-LWRgyQ4E?authuser=0&hl=zh-TW&rclk=1,25.0544283,121.5121339,0.2586445082296439,3.3,$1-200,36,"['湯', '油飯', '羊排', '油麵', '麵線', '豆瓣醬', '排骨', '哭', '燉', '夜市']"
香連鐵板料理,103台北市大同區寧夏路16號 ,https://www.google.com/maps/place/%E9%A6%99%E9%80%A3%E9%90%B5%E6%9D%BF%E6%96%99%E7%90%86/data=!4m7!3m6!1s0x3442a96ae8df6059:0xff0eda2fd6a5e216!8m2!3d25.0547484!4d121.5147936!16s%2Fg%2F12m9002g3!19sChIJWWDf6GqpQjQRFuKl1i_aDv8?authuser=0&hl=zh-TW&rclk=1,25.0547484,121.5122187,0.2221780313192232,4.2,$200-400,3938,"['酸梅湯', '寧夏夜市', '蛋捲', '豬血糕', '三鮮', '烏梅', '檸檬水', '去骨', '梅汁', '牛肩']"
福穎商行 潤餅製造所Taiwanese Burrito,103台北市大同區寧夏路5號 ,https://www.google.com/maps/place/%E7%A6%8F%E7%A9%8E%E5%95%86%E8%A1%8C+%E6%BD%A4%E9%A4%85%E8%A3%BD%E9%80%A0%E6%89%80Taiwanese+Burrito/data=!4m7!3m6!1s0x3442a9f571dab4cb:0xf3550b01a3a9fe38!8m2!3d25.0543888!4d121.5149714!16s%2Fg%2F11l2kkqf0q!19sChIJy7TacfWpQjQROP6powELVfM?authuser=0&hl=zh-TW&rclk=1,25.0543888,121.5123965,0.2574922822813824,4.3,$1-200,95,"['高麗菜', '花生粉', '雞腿肉', '調味', '健康', '夜市', '豆干', '招牌', '包裝', '濕紙巾']"
蔡家嘉義火雞肉飯,103台北市大同區寧夏路48號 ,https://www.google.com/maps/place/%E8%94%A1%E5%AE%B6%E5%98%89%E7%BE%A9%E7%81%AB%E9%9B%9E%E8%82%89%E9%A3%AF/data=!4m7!3m6!1s0x3442a96b20bec633:0xfcd5865787dbae4e!8m2!3d25.0564555!4d121.5153025!16s%2Fg%2F1tgp7zhl!19sChIJM8a-IGupQjQRTq7bh1eG1fw?authuser=0&hl=zh-TW&rclk=1,25.0564555,121.5127276,0.0262359586804346,3.0,$1-200,875,"['白菜', '夜市', '雞捲', '油煙', '豬肝湯', '雞油', '滷豆腐', '店員', '下水湯', '炸排骨']"
寧夏夜市-知高飯,103台北市大同區寧夏路034攤位號 ,https://www.google.com/maps/place/%E5%AF%A7%E5%A4%8F%E5%A4%9C%E5%B8%82-%E7%9F%A5%E9%AB%98%E9%A3%AF/data=!4m7!3m6!1s0x3442a94003690bb1:0xd606438829f09d0!8m2!3d25.0565845!4d121.5155778!16s%2Fg%2F1tgvb9s5!19sChIJsQtpA0CpQjQR0AmfgjhkYA0?authuser=0&hl=zh-TW&rclk=1,25.0565845,121.5130029,0.0242979712224484,3.1,$1-200,542,"['蝦仁', '筍', '滷肉飯', '滷蛋', '豬腳', '排骨', '滷汁', '香菇', '半熟蛋', '赤肉']"
魚大師寧夏店/烤魚/鹽焗台灣鯛,103台北市大同區民生西路198號1-40攤 ,https://www.google.com/maps/place/%E9%AD%9A%E5%A4%A7%E5%B8%AB%E5%AF%A7%E5%A4%8F%E5%BA%97%2F%E7%83%A4%E9%AD%9A%2F%E9%B9%BD%E7%84%97%E5%8F%B0%E7%81%A3%E9%AF%9B/data=!4m7!3m6!1s0x3442a94b13fe87cd:0x15facf78f96ef78b!8m2!3d25.0570366!4d121.5167753!16s%2Fg%2F11w89m973q!19sChIJzYf-E0upQjQRi_du-XjP-hU?authuser=0&hl=zh-TW&rclk=1,25.0570366,121.5142004,0.1476081008010968,4.8,$200-400,116,"['蛤蜊', '鮮', '價格', '土', '蒸', '酒', '甜', '奶油', '光', '薑片']"
洪記烏龍麵,103台北市大同區寧夏路34-5號 ,https://www.google.com/maps/place/%E6%B4%AA%E8%A8%98%E7%83%8F%E9%BE%8D%E9%BA%B5/data=!4m7!3m6!1s0x3442a96ac1a610d9:0x99229d4ff79cb7d8!8m2!3d25.0560461!4d121.5151677!16s%2Fg%2F11g_4l9j8!19sChIJ2RCmwWqpQjQR2Lec90-dIpk?authuser=0&hl=zh-TW&rclk=1,25.0560461,121.5125928,0.0735595810659105,3.8,$1-200,77,"['關東煮', '炒烏龍麵', '鍋', '意麵', '價格', '夜市', '碗', '行動支付', '怪味', '蛤蜊']"
維縈家鄉碳烤雞排 寧夏店,103台北市大同區民生西路198-19號 ,https://www.google.com/maps/place/%E7%B6%AD%E7%B8%88%E5%AE%B6%E9%84%89%E7%A2%B3%E7%83%A4%E9%9B%9E%E6%8E%92+%E5%AF%A7%E5%A4%8F%E5%BA%97/data=!4m7!3m6!1s0x3442a9ed6d8b8825:0x51698f94475c3bfc!8m2!3d25.0569075!4d121.5161755!16s%2Fg%2F11vc_6728q!19sChIJJYiLbe2pQjQR_DtcR5SPaVE?authuser=0&hl=zh-TW&rclk=1,25.0569075,121.5136006,0.0854835228523667,4.2,$1-200,94,"['炸', '甜', '醬', '外送', '寧夏夜市', '鹹酥雞', '炭', '微辣', '酥脆', '士林夜市']"
富樂台式涮涮鍋,103台北市大同區寧夏路67號 ,https://www.google.com/maps/place/%E5%AF%8C%E6%A8%82%E5%8F%B0%E5%BC%8F%E6%B6%AE%E6%B6%AE%E9%8D%8B/data=!4m7!3m6!1s0x3442a96abc8794a5:0x6ff70afac95e1678!8m2!3d25.0583757!4d121.515266!16s%2Fg%2F1pztnry6w!19sChIJpZSHvGqpQjQReBZeyfoK928?authuser=0&hl=zh-TW&rclk=1,25.0583757,121.5126911,0.1874801991987114,3.4,$200-400,155,"['甜點', '價錢', '沙朗', '紅豆湯', '組合肉', '小孩', '滷肉飯', '霜降', '泡菜', '配菜']"
大烹小饌｜精緻台客中式料理,103台北市大同區民生西路146-1號 ,https://www.google.com/maps/place/%E5%A4%A7%E7%83%B9%E5%B0%8F%E9%A5%8C%EF%BD%9C%E7%B2%BE%E7%B7%BB%E5%8F%B0%E5%AE%A2%E4%B8%AD%E5%BC%8F%E6%96%99%E7%90%86/data=!4m7!3m6!1s0x3442ab967746fa9b:0x27f0a0c524ef3fb0!8m2!3d25.05734!4d121.5185969!16s%2Fg%2F11b7wc57ck!19sChIJm_pGd5arQjQRsD_vJMWg8Cc?authuser=0&hl=zh-TW&rclk=1,25.05734,121.516022,0.3341582592315356,4.5,$400-600,1631,"['聚餐', '豬肝', '臭豆腐', '熱情', '雞湯', '燒豬', '蔥爆牛肉', '客家小炒', '油雞', '砂鍋魚頭']"
好吃炒羊肉,103台北市大同區寧夏路6號 ,https://www.google.com/maps/place/%E5%A5%BD%E5%90%83%E7%82%92%E7%BE%8A%E8%82%89/data=!4m7!3m6!1s0x3442a9d2a873345d:0x5f3abe90c08e61ba!8m2!3d25.0544298!4d121.5147001!16s%2Fg%2F11rwrdhfcd!19sChIJXTRzqNKpQjQRumGOwJC-Ol8?authuser=0&hl=zh-TW&rclk=1,25.0544298,121.5121252,0.2587098329338885,3.4,$1-200,88,"['湯', '麵線', '碗', '羊排', '油飯', '豆瓣醬', '油麵', '燉', '坐', '香']"
一品臭豆腐,103台北市大同區寧夏路 ,https://www.google.com/maps/place/%E4%B8%80%E5%93%81%E8%87%AD%E8%B1%86%E8%85%90/data=!4m7!3m6!1s0x3442a931a53fe0e1:0x752f482388432d47!8m2!3d25.0567544!4d121.5153922!16s%2Fg%2F11jyk98nv7!19sChIJ4eA_pTGpQjQRRy1DiCNIL3U?authuser=0&hl=zh-TW&rclk=1,25.0567275,121.5128762,0.0099301051218055,3.4,$1-200,51,"['炸', '泡菜', '麵線', '酥', '外帶', '項鍊', '里長', '蒜味', '招牌', '座位']"
冰哨酪梨牛奶,"Night Market, 寧夏路大同區台北市103 ",https://www.google.com/maps/place/%E5%86%B0%E5%93%A8%E9%85%AA%E6%A2%A8%E7%89%9B%E5%A5%B6/data=!4m7!3m6!1s0x3442a93faaaaaaab:0x2acae5c146597cdd!8m2!3d25.0556201!4d121.5151945!16s%2Fg%2F11h0ksyzq!19sChIJq6qqqj-pQjQR3XxZRsHlyio?authuser=0&hl=zh-TW&rclk=1,25.0556201,121.5126196,0.1192635999812251,4.3,$1-200,76,"['布丁', '甜', '價格', '寧夏夜市', '木瓜牛奶', '杯', '苦']"
雞蛋蚵仔煎,103台北市大同區寧夏路46號 No ,https://www.google.com/maps/place/%E9%9B%9E%E8%9B%8B%E8%9A%B5%E4%BB%94%E7%85%8E/data=!4m7!3m6!1s0x3442a9af2d60c405:0xcd5374bbe23a600b!8m2!3d25.0564053!4d121.5152811!16s%2Fg%2F11k53s21j0!19sChIJBcRgLa-pQjQRC2A64rt0U80?authuser=0&hl=zh-TW&rclk=1,25.0569597,121.5134568,0.0738899474523644,4.5,,6,[]
自然捲 烤肉捲專賣店,103台北市大同區寧夏路020攤位號 ,https://www.google.com/maps/place/%E8%87%AA%E7%84%B6%E6%8D%B2+%E7%83%A4%E8%82%89%E6%8D%B2%E5%B0%88%E8%B3%A3%E5%BA%97/data=!4m7!3m6!1s0x3442a90077b0c095:0xd1b9a8ae634e8aee!8m2!3d25.0567678!4d121.5155794!16s%2Fg%2F11ln0l832m!19sChIJlcCwdwCpQjQR7opOY66oudE?authuser=0&hl=zh-TW&rclk=1,25.0567678,121.5130045,0.0235556506384807,5.0,,1,[]
厚切牛排,103台北市大同區寧夏路97號攤位號 ,https://www.google.com/maps/place/%E5%8E%9A%E5%88%87%E7%89%9B%E6%8E%92/data=!4m7!3m6!1s0x3442a95825bd1c7d:0x40906eae8331ed6a!8m2!3d25.0559465!4d121.5153946!16s%2Fg%2F11vbjdmm32!19sChIJfRy9JVipQjQRau0xg65ukEA?authuser=0&hl=zh-TW&rclk=1,25.0558847,121.5127456,0.0888276892846374,2.3,$1-200,4,[]
飛天火爆骰子牛,103台北市大同區寧夏夜市第89攤 ,https://www.google.com/maps/place/%E9%A3%9B%E5%A4%A9%E7%81%AB%E7%88%86%E9%AA%B0%E5%AD%90%E7%89%9B/data=!4m7!3m6!1s0x3442a99ce544c763:0x84fb2b993249e9e2!8m2!3d25.0560556!4d121.5154233!16s%2Fg%2F11l2p2zhlc!19sChIJY8dE5ZypQjQR4ulJMpkr-4Q?authuser=0&hl=zh-TW&rclk=1,25.0560556,121.5128484,0.0700426349869129,3.4,$1-200,7,['烤']
