餐廳名稱,留言者,留言者身分,留言時間,星級評等,評論內容,留言者ID
武聖夜市,Yamaguchi Hiroshima,在地嚮導 · 30 則評論 · 2 張相片,11 個月前,1 顆星,,https://www.google.com/maps/contrib/105017942735379430893/reviews?hl=zh-TW
武聖夜市,黃仁杰,"在地嚮導 · 357 則評論 · 1,199 張相片",11 個月前,5 顆星,,https://www.google.com/maps/contrib/114969971404011157801/reviews?hl=zh-TW
武聖夜市,GAME K,在地嚮導 · 12 則評論 · 1 張相片,11 個月前,5 顆星,台南必來夜市～推薦,https://www.google.com/maps/contrib/104046560924313809127/reviews?hl=zh-TW
武聖夜市,吳昱霆,4 則評論 · 1 張相片,11 個月前,5 顆星,,https://www.google.com/maps/contrib/113007261238677708224/reviews?hl=zh-TW
武聖夜市,吳承駿,在地嚮導 · 7 則評論 · 3 張相片,11 個月前,4 顆星,,https://www.google.com/maps/contrib/116740217196181292100/reviews?hl=zh-TW
武聖夜市,白飯伴鹹清湯,7 則評論 · 3 張相片,11 個月前,5 顆星,,https://www.google.com/maps/contrib/112545355447635885625/reviews?hl=zh-TW
武聖夜市,Robert Lo,在地嚮導 · 224 則評論 · 168 張相片,11 個月前,5 顆星,好逛,https://www.google.com/maps/contrib/102387569132305040770/reviews?hl=zh-TW
武聖夜市,black boo,在地嚮導 · 16 則評論 · 2 張相片,11 個月前,5 顆星,,https://www.google.com/maps/contrib/101411511541219856319/reviews?hl=zh-TW
武聖夜市,on b,,11 個月前,4 顆星,,https://www.google.com/maps/contrib/109953228613161063927/reviews?hl=zh-TW
武聖夜市,方妤,在地嚮導 · 20 則評論 · 25 張相片,11 個月前,5 顆星,,https://www.google.com/maps/contrib/103487285708750786190/reviews?hl=zh-TW
武聖夜市,Chou 77,11 則評論 · 8 張相片,11 個月前,5 顆星,,https://www.google.com/maps/contrib/117135684575781957677/reviews?hl=zh-TW
武聖夜市,Debby Jiang,在地嚮導 · 79 則評論 · 149 張相片,11 個月前,2 顆星,,https://www.google.com/maps/contrib/106647158713073649453/reviews?hl=zh-TW
武聖夜市,小央央,在地嚮導 · 37 則評論 · 174 張相片,11 個月前,5 顆星,,https://www.google.com/maps/contrib/112976853837559159614/reviews?hl=zh-TW
武聖夜市,班長,"在地嚮導 · 423 則評論 · 1,204 張相片",11 個月前,5 顆星,很多好吃的東西，現在星期五也有擺喔,https://www.google.com/maps/contrib/114388779864815855381/reviews?hl=zh-TW
武聖夜市,ZY H,在地嚮導 · 2 則評論 · 1 張相片,11 個月前,5 顆星,,https://www.google.com/maps/contrib/110200599677124050375/reviews?hl=zh-TW
武聖夜市,黃仲衡,在地嚮導 · 6 則評論 · 40 張相片,11 個月前,5 顆星,,https://www.google.com/maps/contrib/106452452267405720857/reviews?hl=zh-TW
武聖夜市,RRR,在地嚮導 · 261 則評論 · 494 張相片,11 個月前,5 顆星,"從台南市中心可搭乘公車，沿途步行即可。
如果步行的話，大約需要20分鐘。 …",https://www.google.com/maps/contrib/115730017887578247664/reviews?hl=zh-TW
武聖夜市,郭耀中,3 則評論 · 5 張相片,11 個月前,5 顆星,,https://www.google.com/maps/contrib/104029989743134546284/reviews?hl=zh-TW
武聖夜市,Kuo Liang Chen,在地嚮導 · 63 則評論 · 650 張相片,11 個月前,5 顆星,,https://www.google.com/maps/contrib/109728327070269041545/reviews?hl=zh-TW
武聖夜市,莊記訓,在地嚮導 · 17 則評論,11 個月前,4 顆星,,https://www.google.com/maps/contrib/115564514336879670176/reviews?hl=zh-TW
武聖夜市,吳彥緯,在地嚮導 · 48 則評論 · 868 張相片,11 個月前,4 顆星,,https://www.google.com/maps/contrib/116352334412491644632/reviews?hl=zh-TW
武聖夜市,陳偉英,在地嚮導 · 50 則評論 · 22 張相片,11 個月前,4 顆星,全台南我覺得這家夜市比較好吃欸,https://www.google.com/maps/contrib/118247808297608749734/reviews?hl=zh-TW
武聖夜市,駝客駱,在地嚮導 · 1 則評論 · 49 張相片,11 個月前,5 顆星,,https://www.google.com/maps/contrib/103782723790591030696/reviews?hl=zh-TW
武聖夜市,林忠穎,在地嚮導 · 28 則評論 · 46 張相片,11 個月前,5 顆星,"好逛 很多好吃的
章魚燒讚讚真的有道地的日式風味
拔絲地瓜排好久但真的滿特別的 好吃",https://www.google.com/maps/contrib/112773658036854271730/reviews?hl=zh-TW
武聖夜市,Dianchang Huang,在地嚮導 · 5 則評論,11 個月前,2 顆星,勉勉強強。,https://www.google.com/maps/contrib/103628375552235413739/reviews?hl=zh-TW
武聖夜市,CC LEE,"在地嚮導 · 962 則評論 · 7,844 張相片",11 個月前,5 顆星,"台南人在地的夜市 拍賣攤的叫賣很有趣
吃的攤位沒有以前多",https://www.google.com/maps/contrib/100523775084472078863/reviews?hl=zh-TW
武聖夜市,林玟成,在地嚮導 · 103 則評論 · 90 張相片,11 個月前,5 顆星,,https://www.google.com/maps/contrib/102470062397650667846/reviews?hl=zh-TW
武聖夜市,蔡亞芸,在地嚮導 · 12 則評論 · 33 張相片,11 個月前,5 顆星,,https://www.google.com/maps/contrib/107450277217633757847/reviews?hl=zh-TW
武聖夜市,chieh14,在地嚮導 · 189 則評論 · 239 張相片,11 個月前,4 顆星,,https://www.google.com/maps/contrib/109931301468660815954/reviews?hl=zh-TW
武聖夜市,呂佳玲,7 則評論 · 11 張相片,11 個月前,5 顆星,在地的好夜市,https://www.google.com/maps/contrib/116423973091652265971/reviews?hl=zh-TW
武聖夜市,郭冠利,5 則評論,11 個月前,1 顆星,"疫情影響沒人逛，攤位都要生活下去的武聖夜市管理委員會租金一格還漲1000，我是攤位之一，擺了三十多年。
@精選趕走老攤販 …",https://www.google.com/maps/contrib/114145210134965971568/reviews?hl=zh-TW
武聖夜市,廖真宜,在地嚮導 · 8 則評論,11 個月前,5 顆星,,https://www.google.com/maps/contrib/113200750582579350405/reviews?hl=zh-TW
武聖夜市,cyt,在地嚮導 · 32 則評論 · 1 張相片,11 個月前,5 顆星,,https://www.google.com/maps/contrib/110583092866937562235/reviews?hl=zh-TW
武聖夜市,fun,2 則評論 · 4 張相片,11 個月前,5 顆星,,https://www.google.com/maps/contrib/113295371255675735786/reviews?hl=zh-TW
武聖夜市,cc c,在地嚮導 · 8 則評論 · 22 張相片,11 個月前,3 顆星,,https://www.google.com/maps/contrib/112438837391866660709/reviews?hl=zh-TW
武聖夜市,James Liu,在地嚮導 · 21 則評論 · 17 張相片,11 個月前,5 顆星,,https://www.google.com/maps/contrib/118275293330210219230/reviews?hl=zh-TW
武聖夜市,賴儀郡（Polina）,在地嚮導 · 11 則評論 · 19 張相片,11 個月前,5 顆星,,https://www.google.com/maps/contrib/111604622701444330478/reviews?hl=zh-TW
武聖夜市,Kelly Chen,在地嚮導 · 44 則評論 · 88 張相片,11 個月前,5 顆星,美食多👍大腸包小腸，沙琪瑪，陳家雞腳都是夜市有名又好吃的東西👍 …,https://www.google.com/maps/contrib/108195972306014451734/reviews?hl=zh-TW
武聖夜市,幽玄,在地嚮導 · 20 則評論 · 44 張相片,11 個月前,5 顆星,小時候好回憶,https://www.google.com/maps/contrib/117787571309426725986/reviews?hl=zh-TW
武聖夜市,林家億,1 則評論 · 1 張相片,11 個月前,5 顆星,,https://www.google.com/maps/contrib/104932045506795989566/reviews?hl=zh-TW
武聖夜市,陳金國,"在地嚮導 · 469 則評論 · 1,092 張相片",11 個月前,5 顆星,很多好吃,https://www.google.com/maps/contrib/106182675521062212895/reviews?hl=zh-TW
武聖夜市,施怡,"在地嚮導 · 619 則評論 · 2,493 張相片",11 個月前,5 顆星,蠻在地的夜市！不過好像不是每天都有的樣子～,https://www.google.com/maps/contrib/107140867518321976809/reviews?hl=zh-TW
武聖夜市,Jia Hong Keep,在地嚮導 · 859 則評論 · 74 張相片,1 年前,5 顆星,蠻多攤都沒了,https://www.google.com/maps/contrib/110874583292449576220/reviews?hl=zh-TW
武聖夜市,Yo Pabo,在地嚮導 · 42 則評論 · 8 張相片,1 年前,5 顆星,好吃東西很多 推,https://www.google.com/maps/contrib/115101873910153045087/reviews?hl=zh-TW
武聖夜市,翰翰,10 則評論 · 3 張相片,1 年前,4 顆星,,https://www.google.com/maps/contrib/111013642921804053827/reviews?hl=zh-TW
武聖夜市,SONG,在地嚮導 · 82 則評論 · 181 張相片,1 年前,4 顆星,,https://www.google.com/maps/contrib/108991552471772818460/reviews?hl=zh-TW
武聖夜市,Crystal Chiang,在地嚮導 · 42 則評論 · 353 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/104700589066702164716/reviews?hl=zh-TW
武聖夜市,張國諭,在地嚮導 · 15 則評論 · 4 張相片,1 年前,4 顆星,建議搭車，開車不好停,https://www.google.com/maps/contrib/108172361809312445175/reviews?hl=zh-TW
武聖夜市,ToM chEN,"在地嚮導 · 1,790 則評論 · 15,515 張相片",1 年前,5 顆星,"在地台南人在逛的武聖夜市
台南在地歷史最悠久的40年老牌夜市超過500攤吃喝玩樂、6000坪汽機車停車場營業時間：每週三、五、六，晚上5:00至凌晨12:00",https://www.google.com/maps/contrib/111485780976159286345/reviews?hl=zh-TW
武聖夜市,潘彥傑,1 則評論,1 年前,5 顆星,,https://www.google.com/maps/contrib/113455603652077112136/reviews?hl=zh-TW
武聖夜市,minta Wu,在地嚮導 · 43 則評論 · 11 張相片,1 年前,5 顆星,很好逛,https://www.google.com/maps/contrib/113573151212005721552/reviews?hl=zh-TW
武聖夜市,施又彰,在地嚮導 · 1 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/109647490631045150709/reviews?hl=zh-TW
武聖夜市,Adelina Ho,"在地嚮導 · 241 則評論 · 1,968 張相片",1 年前,4 顆星,第一次來逛，有很多小吃！也很多生活用品！尤其最驚訝的是小型遊樂區感覺很特別！,https://www.google.com/maps/contrib/113980390688251501410/reviews?hl=zh-TW
武聖夜市,Yosha Chou,在地嚮導 · 21 則評論 · 45 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/103152948586611615239/reviews?hl=zh-TW
武聖夜市,EVA KWONG,在地嚮導 · 101 則評論 · 142 張相片,1 年前,5 顆星,"有好吃的，也有很雷的，中間位置有家夜市牛排的130牛排餐其實是小肉片
玩的部分大推弓箭攤
吃的部分大推入口的炸豬排、烤玉米，以及弓箭攤位的臭豆腐
喝的大推中間檸檬汁攤",https://www.google.com/maps/contrib/102024187033033079457/reviews?hl=zh-TW
武聖夜市,Greg Johnston,"在地嚮導 · 436 則評論 · 2,869 張相片",1 年前,3 顆星,"市場開始時下雨，然後放晴，有一些不錯的小吃攤。我們發現這個市場沒有那麼大或那麼有趣。也許是天氣原因。如果你在附近就去吧，但我不會特意去。
3b旅行者",https://www.google.com/maps/contrib/105407473326522597485/reviews?hl=zh-TW
武聖夜市,陳松喜,2 則評論,1 年前,5 顆星,,https://www.google.com/maps/contrib/113587108126813916501/reviews?hl=zh-TW
武聖夜市,布萊恩,在地嚮導 · 239 則評論 · 136 張相片,1 年前,4 顆星,"我是觀光客 第一次蒞臨
夜市很大 吃的攤位很多！",https://www.google.com/maps/contrib/104148053332507362489/reviews?hl=zh-TW
武聖夜市,郭宇晉,在地嚮導 · 27 則評論,1 年前,4 顆星,有超強的摩天輪跟超快速旋轉木馬,https://www.google.com/maps/contrib/113571545700008425482/reviews?hl=zh-TW
武聖夜市,Su Jason,在地嚮導 · 20 則評論 · 2 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/105108458331469850503/reviews?hl=zh-TW
武聖夜市,林偉華,在地嚮導 · 29 則評論 · 294 張相片,1 年前,4 顆星,,https://www.google.com/maps/contrib/100320361814391938204/reviews?hl=zh-TW
武聖夜市,李成富,在地嚮導 · 16 則評論 · 80 張相片,1 年前,4 顆星,,https://www.google.com/maps/contrib/111215577538828737318/reviews?hl=zh-TW
武聖夜市,喵。帶著你的眼睛去旅行,"在地嚮導 · 1,782 則評論 · 32,758 張相片",1 年前,5 顆星,"武聖夜市為台南知名夜市，
營業時間是週三、週五、週六為主
內有停車場，基本上只要早到都有位置停 …",https://www.google.com/maps/contrib/111565582846713195667/reviews?hl=zh-TW
武聖夜市,呂明修,,1 年前,5 顆星,,https://www.google.com/maps/contrib/101115091359412745529/reviews?hl=zh-TW
武聖夜市,露可咪,在地嚮導 · 28 則評論 · 225 張相片,1 年前,4 顆星,跟旱溪夜市差不多感覺,https://www.google.com/maps/contrib/111674301016725675012/reviews?hl=zh-TW
武聖夜市,蔡杰少,4 則評論,1 年前,1 顆星,爛夜市,https://www.google.com/maps/contrib/104392588273021933437/reviews?hl=zh-TW
武聖夜市,林其峰,在地嚮導 · 141 則評論 · 48 張相片,1 年前,4 顆星,滿好逛的，比花園夜士，好逛多了,https://www.google.com/maps/contrib/106913071420150493596/reviews?hl=zh-TW
武聖夜市,張家豪,在地嚮導 · 109 則評論 · 318 張相片,1 年前,3 顆星,"雖然停車場很大6000坪，但缺乏管理，明顯看的出很多在地車輛佔用，那時去的時候才8點多就停不到位子了，車子也都亂停，找不到位子一直倒車，去的人要有心裡準備
*攤位還算多，很多攤位跟大東的差不多",https://www.google.com/maps/contrib/108090835323512276079/reviews?hl=zh-TW
武聖夜市,Whale Kuo,在地嚮導 · 209 則評論 · 230 張相片,1 年前,4 顆星,吃的種類蠻多 臺南人今年第一次來逛,https://www.google.com/maps/contrib/115521710119422097729/reviews?hl=zh-TW
武聖夜市,陳威樺,在地嚮導 · 196 則評論 · 92 張相片,1 年前,5 顆星,這裡是一個規劃很好的夜市，逛起來滿舒服的，不會太擠，攤販數量也很多，食物多樣。廁所不知在哪可以問攤販，整體感覺起來還不錯😃 …,https://www.google.com/maps/contrib/108350646228895816158/reviews?hl=zh-TW
武聖夜市,蔡育仁,在地嚮導 · 24 則評論 · 12 張相片,1 年前,4 顆星,夜市好像每個都一樣,https://www.google.com/maps/contrib/110442599747330337685/reviews?hl=zh-TW
武聖夜市,馮品瑄,在地嚮導 · 40 則評論 · 3 張相片,1 年前,3 顆星,拉了三天，哭,https://www.google.com/maps/contrib/118366754555441379577/reviews?hl=zh-TW
武聖夜市,趙勝,在地嚮導 · 21 則評論 · 10 張相片,1 年前,5 顆星,"機車停車場蠻大
方便停車好逛",https://www.google.com/maps/contrib/104239090109577801279/reviews?hl=zh-TW
武聖夜市,朱昱霖,10 則評論 · 2 張相片,1 年前,5 顆星,好吃好玩又好逛不輸給花園夜市,https://www.google.com/maps/contrib/114523952436227602300/reviews?hl=zh-TW
武聖夜市,朱俊霖,在地嚮導 · 16 則評論 · 5 張相片,1 年前,4 顆星,,https://www.google.com/maps/contrib/111030922360534310774/reviews?hl=zh-TW
武聖夜市,陳曉璦,在地嚮導 · 60 則評論 · 18 張相片,1 年前,4 顆星,,https://www.google.com/maps/contrib/102995747129528241251/reviews?hl=zh-TW
武聖夜市,Casper,在地嚮導 · 14 則評論 · 6 張相片,1 年前,4 顆星,,https://www.google.com/maps/contrib/113151449668137224965/reviews?hl=zh-TW
武聖夜市,許壁虎,11 則評論 · 8 張相片,1 年前,5 顆星,施記 特級好吃,https://www.google.com/maps/contrib/101947195828112300927/reviews?hl=zh-TW
武聖夜市,Liou程維（維大力）,11 則評論 · 4 張相片,1 年前,5 顆星,對開車來的人非常方便，又不擠，很舒服的步調,https://www.google.com/maps/contrib/115172975028502690484/reviews?hl=zh-TW
武聖夜市,陳郁仁,在地嚮導 · 15 則評論 · 1 張相片,1 年前,4 顆星,停車麻煩,https://www.google.com/maps/contrib/109446461740416005182/reviews?hl=zh-TW
武聖夜市,Chen Felix,在地嚮導 · 17 則評論 · 22 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/101362450348756125268/reviews?hl=zh-TW
武聖夜市,en ch,在地嚮導 · 92 則評論 · 32 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/101690593603572685499/reviews?hl=zh-TW
武聖夜市,SodaGrey,在地嚮導 · 41 則評論 · 110 張相片,1 年前,4 顆星,,https://www.google.com/maps/contrib/108667333547290960851/reviews?hl=zh-TW
武聖夜市,YEN LIANG LIU,16 則評論,1 年前,5 顆星,老台南人以前的小確幸，現在還是找有冷氣的店消費比較划算,https://www.google.com/maps/contrib/102689836614893219015/reviews?hl=zh-TW
武聖夜市,Shen Hua Lin,在地嚮導 · 342 則評論 · 222 張相片,1 年前,4 顆星,"當地夜市盛傳一組口訣
大大武花大武花
不是武花武花五花肉嘿 …",https://www.google.com/maps/contrib/115510239666952868195/reviews?hl=zh-TW
武聖夜市,鄭師杰,226 則評論 · 1 張相片,1 年前,4 顆星,中東沙威瑪讚,https://www.google.com/maps/contrib/105327665575790658223/reviews?hl=zh-TW
武聖夜市,黃驛勝,在地嚮導 · 9 則評論 · 8 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/105625236388616891615/reviews?hl=zh-TW
武聖夜市,YuTing Huang,在地嚮導 · 11 則評論 · 17 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/113658333008219381175/reviews?hl=zh-TW
武聖夜市,曹哲毓,在地嚮導 · 107 則評論 · 559 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/103828112028261180190/reviews?hl=zh-TW
武聖夜市,王國禎,在地嚮導 · 11 則評論 · 19 張相片,1 年前,4 顆星,早點去停車方便，吃的重複不多,https://www.google.com/maps/contrib/104993950598729941453/reviews?hl=zh-TW
武聖夜市,黃淑惠,3 則評論,1 年前,5 顆星,"停車位有。但不多
早點去比較好停車",https://www.google.com/maps/contrib/116342044435779857383/reviews?hl=zh-TW
武聖夜市,徐噓,1 則評論 · 7 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/110879423373552197914/reviews?hl=zh-TW
武聖夜市,Joanna&Marcus Liao,12 則評論 · 4 張相片,1 年前,4 顆星,有一間泡在滷汁裡的滷味超好吃（忘記名字）,https://www.google.com/maps/contrib/111507817701534157141/reviews?hl=zh-TW
武聖夜市,陳佳倩,在地嚮導 · 33 則評論 · 77 張相片,1 年前,5 顆星,其實也蠻好逛的，雖然不比花園夜市大，但也是一應具全,https://www.google.com/maps/contrib/111796544707896443541/reviews?hl=zh-TW
武聖夜市,蔡慧君,在地嚮導 · 9 則評論 · 25 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/113220894844952129902/reviews?hl=zh-TW
武聖夜市,Emily Chou,8 則評論 · 3 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/111614369472774810093/reviews?hl=zh-TW
武聖夜市,william liu,在地嚮導 · 121 則評論 · 214 張相片,1 年前,5 顆星,吃的東西算很多樣，假日人多，有停車場但通常不夠停需要找一下,https://www.google.com/maps/contrib/105480203490829279429/reviews?hl=zh-TW
武聖夜市,火焱,在地嚮導 · 122 則評論 · 753 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/115871370096969364234/reviews?hl=zh-TW
武聖夜市,李明熹,63 則評論,1 年前,4 顆星,,https://www.google.com/maps/contrib/109317212441874153047/reviews?hl=zh-TW
武聖夜市,黃鳳英,3 則評論 · 2 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/112468721004927480847/reviews?hl=zh-TW
武聖夜市,李靜蓉,在地嚮導 · 25 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/115346686786827947278/reviews?hl=zh-TW
武聖夜市,盧蓉萱,在地嚮導 · 15 則評論 · 30 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/105283569816054175864/reviews?hl=zh-TW
武聖夜市,吳俊興,在地嚮導 · 86 則評論 · 36 張相片,1 年前,4 顆星,台南前三夜市，必逛,https://www.google.com/maps/contrib/109986501048133219439/reviews?hl=zh-TW
武聖夜市,黃韡驊,3 則評論 · 3 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/112700447425322381345/reviews?hl=zh-TW
武聖夜市,武子霆,4 則評論 · 2 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/112315365272048711100/reviews?hl=zh-TW
武聖夜市,曾昭穎,在地嚮導 · 5 則評論 · 4 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/112907000176080687639/reviews?hl=zh-TW
武聖夜市,後山勾勾,在地嚮導 · 140 則評論 · 106 張相片,1 年前,5 顆星,太厲害啦！武聖夜市好逛好買,https://www.google.com/maps/contrib/104350882363262404832/reviews?hl=zh-TW
武聖夜市,chang jeming,在地嚮導 · 30 則評論 · 67 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/112972873730095129521/reviews?hl=zh-TW
武聖夜市,沖縄太郎,"在地嚮導 · 192 則評論 · 1,899 張相片",1 年前,4 顆星,"我很喜歡整個氣氛，包括夜店的人氣和熱鬧，還有昭和時代的懷舊感覺（打靶和拋環很流行）。
每家餐廳的食物都很美味，許多攤販在激烈的競爭中生存下來（儘管最終取決於個人喜好）。",https://www.google.com/maps/contrib/107798163363893100967/reviews?hl=zh-TW
武聖夜市,陳鉦軒（MIKE）,在地嚮導 · 45 則評論 · 30 張相片,1 年前,4 顆星,射汽球一滿靶🤔 …,https://www.google.com/maps/contrib/106908108245597857307/reviews?hl=zh-TW
武聖夜市,淑如田,在地嚮導 · 3 則評論 · 11 張相片,1 年前,4 顆星,,https://www.google.com/maps/contrib/117724337203573620329/reviews?hl=zh-TW
武聖夜市,王朦逸,在地嚮導 · 136 則評論 · 182 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/114094395854984158493/reviews?hl=zh-TW
武聖夜市,51張智鈞,在地嚮導 · 124 則評論 · 109 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/116154013822536116953/reviews?hl=zh-TW
武聖夜市,盧國進,在地嚮導 · 2 則評論 · 78 張相片,1 年前,3 顆星,,https://www.google.com/maps/contrib/115871025378756596395/reviews?hl=zh-TW
武聖夜市,翁裕超,9 則評論 · 3 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/100904592102890494719/reviews?hl=zh-TW
武聖夜市,薛小靜,在地嚮導 · 99 則評論 · 54 張相片,1 年前,4 顆星,,https://www.google.com/maps/contrib/116695119663206344810/reviews?hl=zh-TW
武聖夜市,蕭夫凱,2 則評論,1 年前,5 顆星,,https://www.google.com/maps/contrib/113946157139722748879/reviews?hl=zh-TW
武聖夜市,Jaskaran Singh,在地嚮導 · 6 則評論 · 35 張相片,1 年前,4 顆星,,https://www.google.com/maps/contrib/106142188454231236401/reviews?hl=zh-TW
武聖夜市,廖英祥,4 則評論,1 年前,4 顆星,,https://www.google.com/maps/contrib/107062736147845141407/reviews?hl=zh-TW
武聖夜市,譚翠菱,在地嚮導 · 19 則評論 · 38 張相片,1 年前,5 顆星,"還是一樣熱鬧⋯可惜⋯三兄弟沒來擺攤
專程來買螃蟹的説😳 …",https://www.google.com/maps/contrib/110869265078435296143/reviews?hl=zh-TW
武聖夜市,蓮雨眠（凝玥）,1 則評論 · 1 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/101808952795482012618/reviews?hl=zh-TW
武聖夜市,Eric Hart,在地嚮導 · 251 則評論 · 270 張相片,1 年前,5 顆星,"好逛
好吃
好玩 …",https://www.google.com/maps/contrib/100049077957563621445/reviews?hl=zh-TW
武聖夜市,林祈安,在地嚮導 · 9 則評論,1 年前,4 顆星,,https://www.google.com/maps/contrib/106458538208020364586/reviews?hl=zh-TW
武聖夜市,Vi,在地嚮導 · 164 則評論 · 130 張相片,1 年前,5 顆星,"溫馨，東西多，很多選擇！
麻辣魚蛋、炸皮蛋、木瓜牛奶…etc.",https://www.google.com/maps/contrib/102381886382696972421/reviews?hl=zh-TW
武聖夜市,Tom Ng,4 則評論 · 1 張相片,1 年前,4 顆星,,https://www.google.com/maps/contrib/106853554849072789385/reviews?hl=zh-TW
武聖夜市,林育宣,在地嚮導 · 10 則評論 · 10 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/101952900770410691607/reviews?hl=zh-TW
武聖夜市,蘇雅津,在地嚮導 · 38 則評論 · 18 張相片,1 年前,5 顆星,很好逛的夜市，要吃什麼都有。,https://www.google.com/maps/contrib/117790418909869354503/reviews?hl=zh-TW
武聖夜市,ハスキーネコ,在地嚮導 · 16 則評論 · 15 張相片,1 年前,5 顆星,"魯鳥蛋這個經典😭😭我在台中根本找不到
武聖居然有太幸福了 …",https://www.google.com/maps/contrib/102866011907834603794/reviews?hl=zh-TW
武聖夜市,沫默,在地嚮導 · 194 則評論 · 404 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/112298325595268511764/reviews?hl=zh-TW
武聖夜市,wez,4 則評論,1 年前,5 顆星,攤販種類眾多，美食更是目不暇給，適合全家閒晃夜市的好去處。,https://www.google.com/maps/contrib/107072025276274765959/reviews?hl=zh-TW
武聖夜市,Jackal Lu,在地嚮導 · 4 則評論 · 22 張相片,1 年前,4 顆星,,https://www.google.com/maps/contrib/104890780420923067659/reviews?hl=zh-TW
武聖夜市,泡芙姐,在地嚮導 · 195 則評論 · 20 張相片,1 年前,5 顆星,好逛,https://www.google.com/maps/contrib/117590670325735182976/reviews?hl=zh-TW
武聖夜市,Siau Ngoh Choy,在地嚮導 · 34 則評論 · 16 張相片,1 年前,3 顆星,幾乎沒有地方可以坐下來吃飯,https://www.google.com/maps/contrib/108896934608696053102/reviews?hl=zh-TW
武聖夜市,胡敬達,10 則評論 · 1 張相片,1 年前,4 顆星,攤販態度大部分都不錯👍👍買了飲料滷味烤生蠔都好吃，除了花生捲冰淇淋花生糖很少香菜更少，老闆娘態度又愛理不理，難怪整個夜市只有花生捲冰淇淋這攤不用排隊，拍甲嘎 …,https://www.google.com/maps/contrib/113964048509422635219/reviews?hl=zh-TW
武聖夜市,xi,在地嚮導 · 8 則評論 · 4 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/116300164087820891977/reviews?hl=zh-TW
武聖夜市,蕭珮珊,7 則評論 · 3 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/102425826539777965576/reviews?hl=zh-TW
武聖夜市,郭姵廷,在地嚮導 · 163 則評論 · 239 張相片,1 年前,5 顆星,讚死還有摩天輪可以坐⋯,https://www.google.com/maps/contrib/105089828277363126270/reviews?hl=zh-TW
武聖夜市,Raymond Lei,在地嚮導 · 25 則評論 · 23 張相片,1 年前,5 顆星,"這裡的摩天輪等遊樂設施小小孩很喜歡～可以買的攤位很多、重複性低！比大東東厲害唷～

可以到youtube搜尋＜小墨魚游來游去＞看更多！",https://www.google.com/maps/contrib/118173159191211076024/reviews?hl=zh-TW
武聖夜市,王豪豪,在地嚮導 · 174 則評論 · 8 張相片,1 年前,5 顆星,台南好逛的夜市之一,https://www.google.com/maps/contrib/104954777588194834785/reviews?hl=zh-TW
武聖夜市,伍家平,11 則評論,1 年前,5 顆星,,https://www.google.com/maps/contrib/115963061380474177709/reviews?hl=zh-TW
武聖夜市,陳允豪,在地嚮導 · 35 則評論 · 18 張相片,1 年前,4 顆星,攤販多 熱鬧 寬敞 動線設計優良,https://www.google.com/maps/contrib/115403851849198585018/reviews?hl=zh-TW
武聖夜市,吳應銘,在地嚮導 · 107 則評論 · 80 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/115472416928624974357/reviews?hl=zh-TW
武聖夜市,劉建明,4 則評論 · 1 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/112861413770679320503/reviews?hl=zh-TW
武聖夜市,石頭石頭石頭石頭,在地嚮導 · 57 則評論 · 74 張相片,1 年前,5 顆星,碳烤雞排讚，好好粗,https://www.google.com/maps/contrib/110071875957053168165/reviews?hl=zh-TW
武聖夜市,黃敏希,在地嚮導 · 119 則評論 · 281 張相片,1 年前,5 顆星,"好吃好玩令人驚艷
希望抽菸的少一點",https://www.google.com/maps/contrib/112749222857543098147/reviews?hl=zh-TW
